Record,Claim Type,Claim Name,Points,Bettor,Bettor_Name,Created Time,Team,Team_Name,Week,Week Name,Team 1 Score,Team 2 Score,Team 3 Score,Weight Points,Current Week Weight,Current Week Run,Current Week Sport,Current Week Exercise,Current Week Food,Current Week Booze,Current Week Walking,Current Week Score,W1 Score,W2 Score,W3 Score,W4 Score,W5 Score,W6 Score,W7 Score,W8 Score,W9 Score,W10 Score,W11 Score,W12 Score,W13 Score,W14 Score,W15 Score,Current Week,Created,Icon
13296,Exercise,Exercise,6,Ginn,Ginn,9/29/2022,Team 2,Team 2,Week 12,Week 12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Week 9,"September 29, 2022",2️⃣
13297,Run,Run,9,Bobby,Bobby,9/29/2022,Team 1,Team 1,Week 12,Week 12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,Week 9,"September 29, 2022",1️⃣
13298,Run,Run,10,Ty,Ty,9/29/2022,Team 2,Team 2,Week 12,Week 12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Week 9,"September 29, 2022",2️⃣
13299,Run,Run,1,Sooper,Sooper,9/29/2022,Team 2,Team 2,Week 12,Week 12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Week 9,"September 29, 2022",2️⃣
13300,Exercise,Exercise,2,Sooper,Sooper,9/29/2022,Team 2,Team 2,Week 12,Week 12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"September 29, 2022",2️⃣
13301,Walking,Walking,1,Sooper,Sooper,9/29/2022,Team 2,Team 2,Week 12,Week 12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Week 9,"September 29, 2022",2️⃣
13302,Booze,Booze,2,Ty,Ty,9/30/2022,Team 2,Team 2,Week 12,Week 12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"September 30, 2022",2️⃣
13303,Walking,Walking,1,Ty,Ty,9/30/2022,Team 2,Team 2,Week 12,Week 12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Week 9,"September 30, 2022",2️⃣
13304,Sport,Sport,3,Ginn,Ginn,9/30/2022,Team 2,Team 2,Week 12,Week 12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Week 9,"September 30, 2022",2️⃣
13305,Sport,Sport,3,Bill,Bill,9/30/2022,Team 3,Team 3,Week 12,Week 12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Week 9,"September 30, 2022",3️⃣
13306,Sport,Sport,3,Bobby,Bobby,9/30/2022,Team 1,Team 1,Week 12,Week 12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Week 9,"September 30, 2022",1️⃣
13307,Sport,Sport,3,Brent,Brent,9/30/2022,Team 3,Team 3,Week 12,Week 12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Week 9,"September 30, 2022",3️⃣
13308,Walking,Walking,1,Brent,Brent,9/30/2022,Team 3,Team 3,Week 12,Week 12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Week 9,"September 30, 2022",3️⃣
13309,Sport,Sport,3,Sooper,Sooper,9/30/2022,Team 2,Team 2,Week 12,Week 12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Week 9,"September 30, 2022",2️⃣
13310,Sport,Sport,3,CSlats,CSlats,9/30/2022,Team 1,Team 1,Week 12,Week 12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Week 9,"September 30, 2022",1️⃣
13311,Run,Run,10,Ty,Ty,9/30/2022,Team 2,Team 2,Week 12,Week 12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Week 9,"September 30, 2022",2️⃣
13312,Walking,Walking,2,Weech,Weech,9/30/2022,Team 1,Team 1,Week 12,Week 12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"September 30, 2022",1️⃣
13313,Sport,Sport,3,Weech,Weech,9/30/2022,Team 1,Team 1,Week 12,Week 12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Week 9,"September 30, 2022",1️⃣
13314,Food,Food,4,Sooper,Sooper,9/30/2022,Team 2,Team 2,Week 12,Week 12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Week 9,"September 30, 2022",2️⃣
13315,Booze,Booze,2,Sooper,Sooper,9/30/2022,Team 2,Team 2,Week 12,Week 12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"September 30, 2022",2️⃣
13316,Run,Run,6,Bill,Bill,9/30/2022,Team 3,Team 3,Week 12,Week 12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Week 9,"September 30, 2022",3️⃣
13317,Food,Food,4,Bill,Bill,9/30/2022,Team 3,Team 3,Week 12,Week 12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Week 9,"September 30, 2022",3️⃣
13318,Booze,Booze,2,Bobby,Bobby,10/1/2022,Team 1,Team 1,Week 12,Week 12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 1, 2022",1️⃣
13319,Run,Run,28,Bobby,Bobby,10/1/2022,Team 1,Team 1,Week 12,Week 12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,Week 9,"October 1, 2022",1️⃣
13320,Exercise,Exercise,6,Brent,Brent,10/1/2022,Team 3,Team 3,Week 12,Week 12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Week 9,"October 1, 2022",3️⃣
13321,Food,Food,2,CSlats,CSlats,10/1/2022,Team 1,Team 1,Week 12,Week 12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 1, 2022",1️⃣
13322,Exercise,Exercise,4,CSlats,CSlats,10/1/2022,Team 1,Team 1,Week 12,Week 12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Week 9,"October 1, 2022",1️⃣
13323,Food,Food,2,Brent,Brent,10/2/2022,Team 3,Team 3,Week 12,Week 12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 2, 2022",3️⃣
13324,Booze,Booze,2,Oki,Oki,10/2/2022,Team 3,Team 3,Week 12,Week 12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 2, 2022",3️⃣
13325,Sport,Sport,12,Weech,Weech,10/2/2022,Team 1,Team 1,Week 12,Week 12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,Week 9,"October 2, 2022",1️⃣
13326,Walking,Walking,1,Weech,Weech,10/2/2022,Team 1,Team 1,Week 12,Week 12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Week 9,"October 2, 2022",1️⃣
13327,Walking,Walking,2,Ty,Ty,10/2/2022,Team 2,Team 2,Week 12,Week 12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 2, 2022",2️⃣
13328,Exercise,Exercise,9,Brent,Brent,10/2/2022,Team 3,Team 3,Week 12,Week 12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,Week 9,"October 2, 2022",3️⃣
13329,Run,Run,10,Ty,Ty,10/2/2022,Team 2,Team 2,Week 12,Week 12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Week 9,"October 2, 2022",2️⃣
13330,Walking,Walking,1,Sooper,Sooper,10/2/2022,Team 2,Team 2,Week 12,Week 12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Week 9,"October 2, 2022",2️⃣
13331,Walking,Walking,1,Brent,Brent,10/2/2022,Team 3,Team 3,Week 12,Week 12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Week 9,"October 2, 2022",3️⃣
13332,Exercise,Exercise,5,Oki,Oki,10/2/2022,Team 3,Team 3,Week 12,Week 12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Week 9,"October 2, 2022",3️⃣
13333,Booze,Booze,2,Oki,Oki,10/2/2022,Team 3,Team 3,Week 12,Week 12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 2, 2022",3️⃣
13334,Booze,Booze,2,Ginn,Ginn,10/2/2022,Team 2,Team 2,Week 12,Week 12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 2, 2022",2️⃣
13335,Booze,Booze,2,Bobby,Bobby,10/2/2022,Team 1,Team 1,Week 12,Week 12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 2, 2022",1️⃣
13336,Run,Run,6,Bill,Bill,10/2/2022,Team 3,Team 3,Week 12,Week 12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Week 9,"October 2, 2022",3️⃣
13337,Booze,Booze,2,Bill,Bill,10/2/2022,Team 3,Team 3,Week 12,Week 12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 2, 2022",3️⃣
13338,Food,Food,4,Bill,Bill,10/2/2022,Team 3,Team 3,Week 12,Week 12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Week 9,"October 2, 2022",3️⃣
13339,Booze,Booze,2,CSlats,CSlats,10/2/2022,Team 1,Team 1,Week 12,Week 12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 2, 2022",1️⃣
13340,Food,Food,2,CSlats,CSlats,10/2/2022,Team 1,Team 1,Week 12,Week 12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 2, 2022",1️⃣
13341,Exercise,Exercise,7,CSlats,CSlats,10/2/2022,Team 1,Team 1,Week 12,Week 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Week 9,"October 2, 2022",1️⃣
13342,Food,Food,2,Ty,Ty,10/3/2022,Team 2,Team 2,Week 12,Week 12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 3, 2022",2️⃣
13343,Booze,Booze,2,Ty,Ty,10/3/2022,Team 2,Team 2,Week 12,Week 12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 3, 2022",2️⃣
13344,Walking,Walking,2,Ty,Ty,10/3/2022,Team 2,Team 2,Week 12,Week 12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 3, 2022",2️⃣
13345,Weight,Weight,-34,Weech,Weech,10/3/2022,Team 1,Team 1,Week 12,Week 12,-34,0,0,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,0,0,0,Week 9,"October 3, 2022",1️⃣
13346,Weight,Weight,60,Brent,Brent,10/3/2022,Team 3,Team 3,Week 12,Week 12,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,Week 9,"October 3, 2022",3️⃣
13347,Weight,Weight,10,Oki,Oki,10/3/2022,Team 3,Team 3,Week 12,Week 12,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Week 9,"October 3, 2022",3️⃣
13348,Weight,Weight,34,Bill,Bill,10/3/2022,Team 3,Team 3,Week 12,Week 12,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,Week 9,"October 3, 2022",3️⃣
13349,Weight,Weight,-10,Ginn,Ginn,10/3/2022,Team 2,Team 2,Week 12,Week 12,0,-10,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,Week 9,"October 3, 2022",2️⃣
13350,Weight,Weight,2,CSlats,CSlats,10/3/2022,Team 1,Team 1,Week 12,Week 12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Week 9,"October 3, 2022",1️⃣
13351,Weight,Weight,7,Sooper,Sooper,10/3/2022,Team 2,Team 2,Week 12,Week 12,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Week 9,"October 3, 2022",2️⃣
13352,Weight,Weight,-10,Ty,Ty,10/3/2022,Team 2,Team 2,Week 12,Week 12,0,-10,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,Week 9,"October 3, 2022",2️⃣
13353,Run,Run,12,Ty,Ty,10/3/2022,Team 2,Team 2,Week 13,Week 13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,Week 9,"October 3, 2022",2️⃣
13354,Exercise,Exercise,7,Brent,Brent,10/3/2022,Team 3,Team 3,Week 13,Week 13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,Week 9,"October 3, 2022",3️⃣
13355,Run,Run,4,Ginn,Ginn,10/3/2022,Team 2,Team 2,Week 13,Week 13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 3, 2022",2️⃣
13356,Booze,Booze,2,Bobby,Bobby,10/3/2022,Team 1,Team 1,Week 13,Week 13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 3, 2022",1️⃣
13357,Exercise,Exercise,4,CSlats,CSlats,10/3/2022,Team 1,Team 1,Week 13,Week 13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 3, 2022",1️⃣
13358,Booze,Booze,2,CSlats,CSlats,10/3/2022,Team 1,Team 1,Week 13,Week 13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 3, 2022",1️⃣
13359,Food,Food,4,CSlats,CSlats,10/3/2022,Team 1,Team 1,Week 13,Week 13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 3, 2022",1️⃣
13360,Booze,Booze,2,Bill,Bill,10/3/2022,Team 3,Team 3,Week 13,Week 13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 3, 2022",3️⃣
13361,Walking,Walking,1,Ty,Ty,10/4/2022,Team 2,Team 2,Week 13,Week 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Week 9,"October 4, 2022",2️⃣
13362,Booze,Booze,2,Ty,Ty,10/4/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 4, 2022",2️⃣
13363,Food,Food,4,Ginn,Ginn,10/4/2022,Team 2,Team 2,Week 13,Week 13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 4, 2022",2️⃣
13364,Booze,Booze,2,Ginn,Ginn,10/4/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 4, 2022",2️⃣
13365,Booze,Booze,2,Oki,Oki,10/4/2022,Team 3,Team 3,Week 13,Week 13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 4, 2022",3️⃣
13366,Run,Run,12,Bobby,Bobby,10/4/2022,Team 1,Team 1,Week 13,Week 13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,Week 9,"October 4, 2022",1️⃣
13367,Run,Run,10,Ty,Ty,10/4/2022,Team 2,Team 2,Week 13,Week 13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,Week 9,"October 4, 2022",2️⃣
13368,Exercise,Exercise,5,Oki,Oki,10/4/2022,Team 3,Team 3,Week 13,Week 13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Week 9,"October 4, 2022",3️⃣
13369,Run,Run,10,Bill,Bill,10/4/2022,Team 3,Team 3,Week 13,Week 13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,Week 9,"October 4, 2022",3️⃣
13370,Food,Food,2,Sooper,Sooper,10/4/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 4, 2022",2️⃣
13371,Booze,Booze,2,Ty,Ty,10/5/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 5, 2022",2️⃣
13372,Walking,Walking,1,Ty,Ty,10/5/2022,Team 2,Team 2,Week 13,Week 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Week 9,"October 5, 2022",2️⃣
13373,Food,Food,4,Ginn,Ginn,10/5/2022,Team 2,Team 2,Week 13,Week 13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 5, 2022",2️⃣
13374,Booze,Booze,2,Ginn,Ginn,10/5/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 5, 2022",2️⃣
13375,Walking,Walking,1,Brent,Brent,10/5/2022,Team 3,Team 3,Week 13,Week 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Week 9,"October 5, 2022",3️⃣
13376,Booze,Booze,2,Bill,Bill,10/5/2022,Team 3,Team 3,Week 13,Week 13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 5, 2022",3️⃣
13377,Booze,Booze,2,Oki,Oki,10/5/2022,Team 3,Team 3,Week 13,Week 13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 5, 2022",3️⃣
13378,Walking,Walking,4,Weech,Weech,10/5/2022,Team 1,Team 1,Week 13,Week 13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 5, 2022",1️⃣
13379,Food,Food,4,Bobby,Bobby,10/5/2022,Team 1,Team 1,Week 13,Week 13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 5, 2022",1️⃣
13380,Food,Food,4,Sooper,Sooper,10/5/2022,Team 2,Team 2,Week 13,Week 13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 5, 2022",2️⃣
13381,Booze,Booze,2,Sooper,Sooper,10/5/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 5, 2022",2️⃣
13382,Walking,Walking,1,Sooper,Sooper,10/5/2022,Team 2,Team 2,Week 13,Week 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Week 9,"October 5, 2022",2️⃣
13383,Food,Food,4,Ginn,Ginn,10/5/2022,Team 2,Team 2,Week 13,Week 13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 5, 2022",2️⃣
13384,Booze,Booze,2,Ginn,Ginn,10/5/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 5, 2022",2️⃣
13385,Food,Food,4,Bill,Bill,10/5/2022,Team 3,Team 3,Week 13,Week 13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 5, 2022",3️⃣
13386,Booze,Booze,2,Bill,Bill,10/5/2022,Team 3,Team 3,Week 13,Week 13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 5, 2022",3️⃣
13387,Sport,Sport,3,Brent,Brent,10/5/2022,Team 3,Team 3,Week 13,Week 13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Week 9,"October 5, 2022",3️⃣
13388,Walking,Walking,1,Brent,Brent,10/5/2022,Team 3,Team 3,Week 13,Week 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Week 9,"October 5, 2022",3️⃣
13389,Booze,Booze,2,CSlats,CSlats,10/5/2022,Team 1,Team 1,Week 13,Week 13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 5, 2022",1️⃣
13390,Food,Food,4,CSlats,CSlats,10/5/2022,Team 1,Team 1,Week 13,Week 13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 5, 2022",1️⃣
13391,Exercise,Exercise,6,CSlats,CSlats,10/5/2022,Team 1,Team 1,Week 13,Week 13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,Week 9,"October 5, 2022",1️⃣
13392,Food,Food,4,Bobby,Bobby,10/5/2022,Team 1,Team 1,Week 13,Week 13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 5, 2022",1️⃣
13393,Booze,Booze,2,Bobby,Bobby,10/5/2022,Team 1,Team 1,Week 13,Week 13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 5, 2022",1️⃣
13394,Booze,Booze,2,Ty,Ty,10/6/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 6, 2022",2️⃣
13395,Food,Food,2,Ty,Ty,10/6/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 6, 2022",2️⃣
13396,Walking,Walking,2,Weech,Weech,10/6/2022,Team 1,Team 1,Week 13,Week 13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 6, 2022",1️⃣
13397,Exercise,Exercise,6,Oki,Oki,10/6/2022,Team 3,Team 3,Week 13,Week 13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,Week 9,"October 6, 2022",3️⃣
13398,Run,Run,9,Bobby,Bobby,10/6/2022,Team 1,Team 1,Week 13,Week 13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,Week 9,"October 6, 2022",1️⃣
13399,Run,Run,10,Ty,Ty,10/6/2022,Team 2,Team 2,Week 13,Week 13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,Week 9,"October 6, 2022",2️⃣
13400,Sport,Sport,3,Bill,Bill,10/7/2022,Team 3,Team 3,Week 13,Week 13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Week 9,"October 7, 2022",3️⃣
13401,Walking,Walking,2,Ty,Ty,10/7/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 7, 2022",2️⃣
13402,Booze,Booze,2,Ty,Ty,10/7/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 7, 2022",2️⃣
13403,Food,Food,2,Ty,Ty,10/7/2022,Team 2,Team 2,Week 13,Week 13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Week 9,"October 7, 2022",2️⃣
13404,Sport,Sport,3,CSlats,CSlats,10/7/2022,Team 1,Team 1,Week 13,Week 13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Week 9,"October 7, 2022",1️⃣
13405,Food,Food,4,Ginn,Ginn,10/7/2022,Team 2,Team 2,Week 13,Week 13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Week 9,"October 7, 2022",2️⃣
13406,Sport,Sport,3,Ginn,Ginn,10/7/2022,Team 2,Team 2,Week 13,Week 13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Week 9,"October 7, 2022",2️⃣
13407,Sport,Sport,3,Sooper,Sooper,10/7/2022,Team 2,Team 2,Week 13,Week 13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Week 9,"October 7, 2022",2️⃣
